Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2021-01-03 00:00:00+02:00,1.2544721364974976,1.2544721364974976,1.2544721364974976,1.2544721364974976,0,0.0,0.0,0.0
2021-01-04 00:00:00+02:00,1.2544721364974976,1.2544721364974976,1.2544721364974976,1.2544721364974976,0,0.0,0.0,0.0
2021-01-05 00:00:00+02:00,1.2544721364974976,1.2544721364974976,1.2544721364974976,1.2544721364974976,0,0.0,0.0,0.0
2021-01-06 00:00:00+02:00,1.2544721364974976,1.2544721364974976,1.2544721364974976,1.2544721364974976,0,0.0,0.0,0.0
2021-01-10 00:00:00+02:00,1.2544721364974976,1.2544721364974976,1.2544721364974976,1.2544721364974976,0,0.0,0.0,0.0
2021-01-11 00:00:00+02:00,1.2544721364974976,1.2544721364974976,1.2544721364974976,1.2544721364974976,0,0.0,0.0,0.0
2021-01-12 00:00:00+02:00,1.2544721364974976,1.2544721364974976,1.2544721364974976,1.2544721364974976,0,0.0,0.0,0.0
2021-01-13 00:00:00+02:00,1.2544721364974976,1.2544721364974976,1.2544721364974976,1.2544721364974976,0,0.0,0.0,0.0
2021-01-14 00:00:00+02:00,1.2544721364974976,1.2544721364974976,1.2544721364974976,1.2544721364974976,0,0.0,0.0,0.0
2021-01-17 00:00:00+02:00,1.2544721364974976,1.2544721364974976,1.2544721364974976,1.2544721364974976,0,0.0,0.0,0.0
2021-01-18 00:00:00+02:00,1.2544721364974976,1.2544721364974976,1.2544721364974976,1.2544721364974976,0,0.0,0.0,0.0
2021-01-19 00:00:00+02:00,1.2544721364974976,1.2544721364974976,1.2544721364974976,1.2544721364974976,0,0.0,0.0,0.0
2021-01-20 00:00:00+02:00,1.2544721364974976,1.2544721364974976,1.2544721364974976,1.2544721364974976,0,0.0,0.0,0.0
2021-01-21 00:00:00+02:00,1.2544721364974976,1.2544721364974976,1.2544721364974976,1.2544721364974976,0,0.0,0.0,0.0
2021-01-24 00:00:00+02:00,1.2544721364974976,1.2544721364974976,1.2544721364974976,1.2544721364974976,0,0.0,0.0,0.0
2021-01-25 00:00:00+02:00,1.2544721364974976,1.2544721364974976,1.2544721364974976,1.2544721364974976,0,0.0,0.0,0.0
